author,text
Бунин,"Все лес и лес. А день темнеет;
Низы синеют, и трава
Седой росой в лугах белеет...
Проснулась серая сова.
   На запад сосны вереницей
Идут, как рать сторожевых,
И солнце мутное Жар-Птицей
Горит в их дебрях вековых."
Бунин,"Лес, точно терем расписной,
Лиловый, золотой, багряный,
Веселой, пестрою стеной
Стоит над светлою поляной.
   Березы желтою резьбой
Блестят в лазури голубой,
Как вышки, елочки темнеют,
А между кленами синеют
То там, то здесь, в листве сквозной,
Просветы в небо, что оконца.
Лес пахнет дубом и сосной,
За лето высох он от солнца,
И Осень тихою вдовой
Вступает в пестрый терем свой.
   
Сегодня на пустой поляне,
Среди широкого двора,
Воздушной паутины ткани
Блестят, как сеть из серебра.
Сегодня целый день играет
В дворе последний мотылек
И, точно белый лепесток,
На паутине замирает,
Пригретый солнечным теплом;
Сегодня так светло кругом,
Такое мертвое молчанье
В лесу и в синей вышине,
Что можно в этой тишине
Расслышать листика шуршанье.
Лес, точно терем расписной,
Лиловый, золотой, багряный,
Стоит над солнечной поляной,
Завороженный тишиной;
Заквохчет дрозд, перелетая
Среди подседа, где густая
Листва янтарный отблеск льет;
Играя, в небе промелькнет
Скворцов рассыпанная стая --
И снова все кругом замрет.
   
Последние мгновенья счастья!
Уж знает Осень, что такой
Глубокий и немой покой --
Предвестник долгого ненастья.
Глубоко, странно лес молчал
И на заре, когда с заката
Пурпурный блеск огня и злата
Пожаром терем освещал.
Потом угрюмо в нем стемнело.
Луна восходит, а в лесу
Ложатся тени на росу...
Вот стало холодно и бело
Среди полян, среди сквозной
Осенней чащи помертвелой,
И жутко Осени одной
В пустынной тишине ночной.
   
Теперь уж тишина другая:
Прислушайся -- она растет,
А с нею, бледностью пугая,
И месяц медленно встает.
Все тени сделал он короче,
Прозрачный дым навел на лес-
И вот уж смотрит прямо в очи
С туманной высоты небес.
О, мертвый сон осенней ночи!
О, жуткий час ночных чудес!
   
В сребристом и сыром тумане
Светло и пусто на. поляне;
Лес, белым светом залитой,
Своей застывшей красотой
Как будто смерть себе пророчит;
Сова, и та молчит: сидит
Да тупо из ветвей глядит,
Порою дико захохочет,
Сорвется с шумом с высоты,
Взмахнувши мягкими крылами,
И снова сядет на кусты
И смотрит круглыми глазами,
Водя ушастой головой
По сторонам, как в изумленья;
А лес стоит в оцепененья,
Наполнен бледной, легкой мглой
И листьев сыростью гнилой...
   
Не жди: наутро не проглянет
На небе солнце. Дождь и мгла
Холодным дымом лес туманят, --
Недаром эта ночь прошла!
Но Осень затаит глубоко
Все, что она пережила
В немую ночь, и одиноко
Запрется в тереме своем:
Пусть бор бушует под дождем,
Пусть мрачны и ненастны ночи
И на поляне волчьи очи
Зеленым светятся огнем!
Лес, точно терем без призора,
Весь потемнел и полинял,
Сентябрь, кружась по чащам бора,
С него местами крышу снял
И вход сырой листвой усыпал;
А там зазимок ночью выпал
И таять стал, все умертвив...
   
Трубят рога в полях далеких;
Звенит их медный перелив,
Как грустный вопль, среди широких
Ненастных и туманных нив.
Сквозь шум деревьев, за долиной,
Теряясь в глубине лесов,
Угрюмо воет рог туриный,
Скликая на добычу псов,
И звучный гам их голосов
Разносит бури шум пустынный.
Льет дождь, холодный точно лед,
Кружатся листья по полянам,
И гуси длинным караваном
Над лесом держат перелет.
Но дни идут. И вот уж дымы
Встают столбами на заре,
Леса багряны, недвижимы,
Земля в морозном серебре,
И в горностаевом шугае,
Умывши бледное лицо,
Последний день в лесу встречая,
Выходит Осень на крыльцо.
Двор пуст и холоден. В ворота,
Среди двух высохших осин,
Видна ей синева долин
И ширь пустынного болота,
Дорога на далекий юг:
Туда от зимних бурь и вьюг,
От зимней стужи и метели
Давно уж птицы улетели;
Туда и Осень поутру
Свой одинокий путь направит
И навсегда в пустом бору
Раскрытый терем свой оставит.
   
Прости же, лес! Прости, прощай,
День будет ласковый, хороший,
И скоро мягкою порошей
Засеребрится мертвый край.
Как будут странны в этот белый,
Пустынный и холодный день
И бор, и терем опустелый,
И крыши тихих деревень,
И небеса, и без границы
В них уходящие поля!
   
Как будут рады соболя
И горностаи и куницы,
Резвясь и греясь на бегу
В сугробах мягких на лугу!
А там, как буйный пляс шамана,
Ворвутся в голую тайгу
Ветры из тундры, с океана,
Гудя в крутящемся снегу
И завывая в поле зверем.
Они разрушат старый терем,
Оставят колья и потом
На этом остове пустом
Повесят инеи сквозные,
И будут в небе голубом
Сиять чертоги ледяные
И хрусталем и серебром.
А в ночь, меж белых их разводов,
Взойдут огни небесных сводов,
Заблещет звездный щит Стожар --
В тот час, когда среди молчанья
Морозный светится пожар,
Расцвет Полярного Сиянья!"
Бунин,"Враждебных полон тайн на взгорье спящий лес.
Но мирно розовый мерцает Антарес
На южных небесах, куда прозрачным дымом
Нисходит Млечный Путь к лугам необозримым.
С опушки на луга гляжу из-под ветвей,
И дышит ночь теплом, и сердце верит ей,
Колосьям божьих нив, на гнездах смолкшим птицам,
Мерцанью кротких звезд и ласковым зарницам,
Играющим огнем вокруг немой земли
Пред взором путника, звенящего вдали
Валдайским серебром, напевом беззаботным
В просторе полевом, спокойном и дремотном."
Бунин,"Затрепетали звезды в небе,
И от зари, из-за аллей,
Повеял чистый, легкий ветер
Весенней свежестью полей.
   К закату, точно окрыленный,
Спешу за ним, и жадно грудь
Его вечерней ласки ищет
И счастья в жизни потонуть.
   			 Не верю, что умру, устану,
Что навсегда в земле усну, --
Нет, упоенный счастьем жизни,
Я лишь до солнца отдохну!"
Бунин,"На распутье в диком древнем поле
Черный ворон на кресте сидит.
Заросла бурьяном степь на воле,
И в траве заржавел старый щит.
   На распутье люди начертали
Роковую надпись: ""Путь прямой
Много бед готовит, и едва ли
Ты по нем воротишься домой.
   
Путь направо без коня оставит --
Побредешь один и сир и наг, --
А того, кто влево путь направит,
Встретит смерть в незнаемых полях...""
   Жутко мне! Вдали стоят могилы...
В них былое дремлет вечным сном...
""Отзовися, ворон чернокрылый!
Укажи мне путь в краю глухом"".
   
Дремлет полдень. На тропах звериных
Тлеют кости в травах. Три пути
Вижу я в желтеющих равнинах...
Но куда и как по ним идти?
   Где равнина дикая граничит?
Кто, пугая чуткого коня,
В тишине из синей дали кличет
Человечьим голосом меня?
   
И один я в поле, и отважно
Жизнь зовет, а смерть в глаза глядит...
Черный ворон сумрачно и важно,
Полусонный, на кресте сидит."
Бунин,"Где ельник сумрачный стоит
В лесу зубчатым темным строем,
Где старый позабытый скит
Манит задумчивым покоем,
   Есть птица Вирь. Ее убор
Весь серо-аспидного цвета,
Головка в хохолке, а взор
Исполнен скорбного привета.
   
Она так жалостно поет,
С такою нежностью глубокой,
Что, если к скиту забредет
Случайно путник одинокий,
   Он не покинет те места:
Лес молчаливый и унылый
И скорбной песни красота
Полны неотразимой силы!
   
И вот, когда в лесу пустом
Горит заря, а ельник черный
Стоит на фоне золотом
Стеною траурно-узорной,
   С какой отрадой ловит он
Все, что зарей еще печальней:
Вечерний колокольный звон,
Напевы женщин в роще дальней,
   
И гул сосны, и ветерка
Однообразный шелест в чаще...
Невыразима их тоска,
И нет ее больней и слаще!
   Когда же лес, одетый тьмой,
Сгустится в ней, и тьма сольется
С его могильной бахромой, --
Вирь в темноте тревожно вьется,
   В испуге бьется средь ветвей,
Тоскливо стонет и рыдает,
И тем тоскливей, тем грустней,
Чем человек больней страдает..."
Бунин,"Нет солнца, но светлы пруды,
Стоят зеркалами литыми,
И чаши недвижной воды
Совсем бы казались пустыми,
   Но в них отразились сады.
Вот капля, как шляпка гвоздя,
Упала -- и, сотнями игол
Затоны прудов бороздя,
Сверкающий ливень запрыгал --
И сад зашумел от дождя.
   
И ветер, играя листвой,
Смешал молодые березки,
И солнечный луч, как живой,
Зажег задрожавшие блестки,
А лужи налил синевой.
   Вон радуга... Весело жить
И весело думать о небе,
О солнце, о зреющем хлебе,
И счастьем простым дорожить:
   
С открытой бродить головой,
Глядеть, как рассыпали дети
В беседке песок золотой...
Иного нет счастья на свете."
Бунин,"Не прохладой, не покоем,
А истомою и зноем
Ночь с горячих пашен веет:
Хлеб во мраке ночи зреет.
   Обступают осторожно
Небо тучи, и тревожно,
Точно жар и бред недуга,
Набегает ветер с юга.
Шелестя и торопливо
Волны ветра ловит нива,
Страстным шепотом привета
Провожает их, -- и мнится:
Ночь прощается тоскливо
С лаской пламенного лета,
Разметалась и томится...
Блеск зарниц ей точно снится,
Мрак растет над ней кошмаром,
И когда всю ночь пожаром
Красный сполох озаряет,
В поле чей-то призрак темный,
Величавый и огромный,
На мгновенье вырастает,
Чьи-то очи ярко блещут,
Содрогаясь от усилья,
И раскинутые крылья
За плечом его трепещут.
Как тот блеск ее пугает!
Точно в страхе пробегает
Знойный шелест по бурьяну...
Быть большому урагану!
Уж над этим смутным шумом
Все слышней, как за горою
Дальний гром ворчит порою,
Как в величии угрюмом,
Потрясая своды неба,
Он проходит тяжким гулом
Над шумящим морем хлеба...
   
Скоро бешеным разгулом
В поле ветер пронесется,
Скоро гром смелее грянет,
Жутким блеском даль зажжется,
Ночь испуганно воспрянет,
Ночь порывисто очнется --
И обильными слезами
Вся тоска ее прольется!
   А наутро над полями
Солнце грустно улыбнется, --
Озарит их на прощанье,
И на нивы, на селенья
Ляжет кроткое смиренье
Тишины и увяданья."
Бунин,"В глуши лесной, в глуши зеленой,
Всегда тенистой и сырой,
В крутом овраге под горой
Бьет из камней родник студеный:
   Кипит, играет и спешит,
Крутясь хрустальными клубами,
И под ветвистыми дубами
Стеклом расплавленным бежит.
   А небеса и лес нагорный
Глядят, задумавшись в тиши,
Как в светлой влаге голыши
Дрожат мозаикой узорной."
Бунин,"Сумрак ночи к западу уходит,
Серой мглой над черной пашней бродит,
По бурьянам стелется к земле...
Звезды стали тусклы и далеки,
Небеса -- туманны и глубоки,
Но восток уж виден в полумгле.
   Лошади продрогли. Север дышит
Ветром ночи и полынь колышет...
Вот и утро! -- В колеях дорог
Грязь чернеет, лужи заалели...
Томно псы голодные запели...
Встань, труби в холодный, звонкий рог!"
Бунин,"Прошли дожди, апрель теплеет.
Всю ночь -- туман, а поутру
Весенний воздух точно млеет
И мягкой дымкою синеет
В далеких просеках в бору.
   И тихо дремлет бор зеленый.
И в серебре лесных озер --
Еще стройней его колонны,
Еще свежее сосен кроны
И нежных лиственниц узор!
   
Когда деревья в светлый майский день
Дорожки осыпают белым цветом,
И ветерок в аллее, полной светом,
Струит листвы узорчатую тень, --
Я свой привет из тихих деревень
Шлю девушкам и юношам-поэтам:
Пусть встретит жизнь их ласковым приветом,
Пусть будет светел их весенний день,
Пусть их мечты развеет белым цветом!"
Бунин,"Вдали еще гремит, но тучи уж свалились,
Как горы дымные, идут они на юг.
Опять лазурь ясна, опять весна вокруг,
          И ярким солнцем чащи озарились.
   Из-за лесных вершин далекой церкви шпиц
Горячим золотом трепещет и сверкает,
Звенят в низах ручьи и льется пенье птиц,
          А на полянах снова припекает,
   Густеет облаков волнистое руно;
Они сдвигаются, спускаются все ниже --
И вот уж солнца нет: опять в лесу темно,
          Дождь зашумел -- и все слышней и ближе.
   
Нахохлясь, птицы спят, и тихо лес стоит
И точно чувствует, счастливый и покорный,
Как много свежести и силы благотворной
          Весенняя гроза в себе таит!
   
Еще утро не скоро, не скоро,
Ночь из тихих лесов не ушла.
Под навесами сонного бора --
Предрассветная теплая мгла.
   Еще ранние птицы не пели,
Чуть сереют вверху небеса,
Влажно-зелены темные ели,
Пахнет летнею хвоей роса.
   И пускай не светает подольше.
Этот медленный путь по лесам,
Эта ночь -- не воротится больше,
Но легко пред разлукою нам...
   Колокольчик в молчании бора
То замрет, то опять запоет...
Тихо ночь по долинам идет...
Еще утро, не скоро, не скоро."
Бунин,"Засинели, темнеют равнины...
Далеко, далеко в тишине
Колокольчик поет, замирая...
Мне грустней и больнее вдвойне.
   Вот уж звук его плачет чуть слышно;
Вот и пыль над простором немым,
По широкой пустынной дороге,
Опускаясь, темнеет, как дым...
   Но душа еще ждет и тоскует...
О, зачем ты и ночью и днем
Вспоминаешься мне так призывно?
Отчего ты везде и во всем?
   Вслед заре, уходящей к закату,
Умирающим звукам вослед
Посылаю тебе мою душу, --
Мой печальный и нежный привет!"
Бунин,"Свежее, слаще воздух горный.
Невнятный шум идет в лесу:
Поет веселый и проворный,
Со скал летящий Учан-Су!
Глядишь -- и, точно застывая,
Но в то же время ропот свой,
Свой легкий бег не прерывая, --
Прозрачной пылью снеговой
Несется вниз струя живая, --
Как тонкий флер, сквозит огнем,
Скользит со скал фатой венчальной
И, вдруг и пеной и дождем
Свергаясь в черный водоем,
Бушует влагою хрустальной..."
Бунин,"Горячо сухой песок сверкает,
Сушит зной на камнях невода.
В море -- штиль, и ласково плескает
На песок хрустальная вода.
   Чайка в светлом воздухе блеснула...
Тень ее спустилась надо мной --
И в сияньи солнца потонула...
Клонит в сон и ослепляет зной...
   
И лежу я, упоенный зноем.
Снится сад мне и прохладный грот,
Кипарисы неподвижным строем
Стерегут там звонкий водомет.
   Старый мрамор под ветвями тиссов
Молодыми розами увит,
И горит залив меж кипарисов,
Точно синим пламенем налит..."
Бунин,"Все -- точно в полусне. Над серою водой
Сползает с гор туман, холодный и густой,
Под ним гудит прибой, зловеще разрастаясь,
А темных голых скал прибрежная стена,
В дымящийся туман погружена,
Лениво курится, во мгле небес теряясь.
   Суров и дик ее могучий вид!
Под шум и гул морской, она в дыму стоит,
Как неугасший жертвенник титанов,
И Ночь, спускаясь с гор, вступает точно в храм,
Где мрачный хор поет в седых клубах туманов
Торжественный хорал неведомым богам."
Бунин,"* * *
На мертвый якорь кинули бакан,
И вот, среди кипящего залива,
Он прыгает и мечется тоскливо,
И звон его несется сквозь туман.
   Осенний мрак сгущается вдали,
Подходит ночь, -- и по волнам тяжелым
Ныряют и качаются за молом
Рыбацкие пустые корабли.
   
И мачты их средь темной высоты
Чертят туман все шире и быстрее,
И плавают среди тумана реи,
Как черные могильные кресты.
   
Открыты жнивья золотые,
И светлой кажутся мечтой
Простор небес, поля пустые
И день, прохладный и пустой.
   Орел, с дозорного кургана
Взмахнувший в этой пустоте,
Как над равниной океана
Весь четко виден в высоте.
   
И на кургане одиноком
Сдержав горячего коня,
Степь от заката до востока
В прозрачной дали вижу я.
   Как низко, вольно и просторно
Степных отав раскинут круг!
И как легко фатой узорной
Плывут два облачка на юг!"
Бунин,"Как дым, седая мгла мороза
Застыла в сумраке ночном.
Как привидение, береза
Стоит, серея, за окном.
   Таинственно в углах стемнело,
Чуть светит печь, и чья-то тень
Над всем простерлася несмело, --
Грусть, провожающая день,
   Грусть, разлитая на закате
В полупомеркнувшей золе,
И в тонком теплом аромате
Сгоревших дров, и в полумгле,
   
И в тишине -- такой угрюмой,
Как будто бледный призрак дня
С какою-то глубокой думой
Глядит сквозь сумрак на меня.
   
Над синим понтом -- серые руины,
Остатки древней греческой тюрьмы.
На юг -- морские зыбкие равнины,
          На север -- голые холмы.
   В проломах стен -- корявые оливы
И дереза, сопутница руин,
А под стенами -- красные обрывы
          И волн густой аквамарин.
   
Угрюмо здесь, в сырых подземных кельях;
Но весело тревожить сон темниц,
Перекликаться с эхом в подземельях
          И видеть небо из бойниц!
   Давно октябрь, но не уходит лето:
Уж на холмах желтеет шелк травы,
Но воздух чист -- и сколько в небе света,
          А в море нежной синевы!
   
И тихи, тихи старые руины.
И целый день, под мерный шум валов,
Слежу я в море парус бригантины,
          А в небесах -- круги орлов.
   И усыпляет моря шум атласный.
И кажется, что в мире жизни нет:
Есть только блеск, лазурь и воздух ясный,
          Простор, молчание и свет.
   
Был поздний час -- и вдруг над темнотой,
Высоко над уснувшею землею,
Прорезав ночь оранжевой чертой,
Взвилась ракета бешеной змеею.
   Стремительный порыв ее вознес.
Но миг один -- ив темноту, в забвенье
Уже текут алмазы крупных слез,
И медленно их тихое паденье."
Бунин,"Зеленый цвет морской воды
Сквозит в стеклянном небосклоне,
Алмаз предутренней звезды
Блестит в его прозрачном лоне.
   И, как ребенок после сна,
Дрожит звезда в огне денницы,
А ветер дует ей в ресницы,
Чтоб не закрыла их она."
Бунин,"Раскрылось небо голубое
Меж облаков в апрельский день.
В лесу все серое, сухое,
И паутиной пала тень.
   Змея, шурша листвой дубовой,
Зашевелилася в дупле
И в лес пошла, блестя лиловой,
Пятнистой кожей по земле.
   Сухие листья, запах пряный,
Атласный блеск березняка...
О миг счастливый, миг обманный,
Стократ блаженная тоска!"
Бунин,"Ручей среди сухих песков...
Куда спешит и убегает?
Зачем меж скудных берегов
Так стойко путь свой пролагает?
   От зноя бледен небосклон,
Ни облачка в лазури жаркой;
Весь мир как будто заключен
В песчаный круг в пустыне яркой.
   А он, прозрачен, говорлив,
Он словно знает, что с востока
Придет он к морю, где залив
Пред ним раскроет даль широко
   И примет светлую струю,
Под вольной ширью небосклона,
В безбрежность синюю свою,
В свое торжественное лоно."
Бунин,"На высоте, на снеговой вершине,
Я вырезал стальным клинком сонет.
Проходят дни. Быть может, и доныне
Снега хранят мой одинокий след.
   На высоте, где небеса так сини,
Где радостно сияет зимний свет,
Глядело только солнце, как стилет
Чертил мой стих на изумрудной льдине.
   
И весело мне думать, что поэт
Меня поймет. Пусть никогда в долине
Его толпы не радует привет!
На высоте, где небеса так сини,
Я вырезал в полдневный час сонет
Лишь для того, кто на вершине."
Бунин,"Еще и холоден и сыр
Февральский воздух, но над садом
Уж смотрит небо ясным взглядом,
И молодеет божий мир.
   Прозрачно-бледный, как весной,
Слезится снег недавней стужи,
А с неба на кусты и лужи
Ложится отблеск голубой.
   
Не налюбуюсь, как сквозят
Деревья в лоне небосклона,
И сладко слушать у балкона,
Как снегири в кустах звенят.
   Нет, не пейзаж влечет меня,
Не краски жадный взор подметит,
А то, что в этих красках светит:
Любовь и радость бытия."
Бунин,"Мил мне жемчуг нежный, чистый дар морей!
В лоне океана, в раковине тесной,
Рос он одиноко, как цветок безвестный,
На обломках мшистых мертвых кораблей.
   Бурею весенней выброшен со дна,
Он лежал в прибое на прибрежье диком,
Где носились чайки над водою с криком,
Где его качала шумная волна...
   
Мил мне жемчуг нежный на груди твоей!
Сладко упиваясь юной красотою,
В светлом божьем мире я брожу мечтою --
В небе, в блеске солнца, в тишине морей,
   С перлами морскими под водой цвету,
Рассыпаюсь в рифах влагой голубою,--
И одно есть счастье: разделить с тобою
Эту радость жизни, эту красоту!"
Бунин,"Дымится поле, рассвет белеет,
В степи туманной кричат орлы,
И дико-звонок их плач голодный
Среди холодной плывущей мглы.
В росе их крылья, в росе бурьяны,
Благоухают поля со сна...
Зарею сладок твой бодрый холод,
Твой томный голод, -- твой зов, весна!
Ты победила, -- вся степь дымится,
Над степью властно кричат орлы,
И тучи жарким горят пожаром,
И солнце шаром встает из мглы!"
Бунин,"Гроза прошла над лесом стороною,
Был теплый дождь, в траве стоит вода...
Иду один тропинкою лесною,
И в синеве вечерней надо мною
Слезою светлой искрится звезда.
Иду -- и вспоминается мерцанье
Мне звезд иных... глубокий мрак ресниц,
И ночь, и тучи жаркое дыханье,
И молодой грозы благоуханье,
И трепет замирающих зарниц...
Все пронеслось, как бурный вихрь весною,
И все в душе я сохраню, любя...
Слезою светлой блещет надо мною
Звезда весны за чащей кружевною...
Как я любил тебя!"
Бунин,"С темной башни колокол уныло
Возвещает, что закат угас.
Вот и снова город ночь сокрыла
В мягкий сумрак от усталых глаз.
И нисходит кроткий час покоя
На дела людские. В вышине
Грустно светят звезды. Все земное
Смерть, как страж, обходит в тишине.
Улицей бредет она пустынной,
Смотрит в окна, где чернеет тьма...
Всюду глухо. С важностью старинной
В переулках высятся дома.
Там в садах платаны зацветают,
Нежно веет раннею весной,
А на окнах девушки мечтают,
Упиваясь свежестью ночной,
   
И в молчаньи только им не страшен
Близкой смерти медленный дозор,
Сонный город, думы черных башен
И часов задумчивый укор."
Бунин,"Облака, как призраки развалин,
Встали на заре из-за долин.
Теплый вечер темен и печален,
В темном доме я совсем один.
Слабым звоном люстра отвечает
На шаги по комнате пустой...
А вдали заря зарю встречает,
Ночь зовет бессмертной красотой."
Бунин,"Стояли ночи северного мая,
И реял в доме бледный полусвет.
Я лег уснуть, но, тишине внимая,
Все вспоминал о грезах прежних лет.
   Я вновь грустил, как в юности далекой,
И слышал я, как ты вошла в мой дом, --
Неуловимый призрак, одинокий
В старинном зале, низком и пустом.
   
Я различал за шелестом одежды
Твои шаги в глубокой тишине --
И сладкие, забытые надежды,
Мгновенные, стеснили сердце мне.
   Я уловил из окон свежесть мая,
Глядел во тьму с тревогой прежних лет...
И призрак твой и тишина немая
Сливались в грустный, бледный полусвет."
Бунин,"Ударил колокол -- и дрогнул сон гробниц,
И голубей испуганная стая
Вдруг поднялась с карнизов и бойниц
И закружилась, крыльями блистая,
Над мшистою стеной монастыря...
   О, ранний благовест и майская заря!
Как этот звон, могучий и тяжелый,
Сливается с открытой и веселой
   Равниной зеленеющих полей!
Ударил колокол -- и стала ночь светлей,
И позабыты старые гробницы,
И кельи тесные, и страхи темноты, --
Душа, затрепетав, как крылья вольной птицы,
Коснулась солнечной поющей высоты!"
Бунин,"Ищу я в этом мире сочетанья
Прекрасного и вечного. Вдали
Я вижу ночь: пески среди молчанья
И звездный свет над сумраком земли.
Как письмена, мерцают в тверди синей
Плеяды, Вега, Марс и Орион.
Люблю я их теченье над пустыней
И тайный смысл их царственных имен!
   
Как ныне я, мирьяды глаз следили
Их древний путь. И в глубине веков
Все, для кого они во тьме светили,
Исчезли в ней, как след среди песков.
Их было много, нежных и любивших,
И девушек, и юношей, и жен,
Ночей и звезд, прозрачно серебривших
Евфрат и Нил, Мемфис и Вавилон!
   
Вот снова ночь. Над бледной сталью Понта
Юпитер озаряет небеса,
И в зеркале воды, до горизонта,
Столпом стеклянным светит полоса.
Прибрежья, где бродили тавро-скифы,
Уже не те, -- лишь море в летний штиль
Все так же сыплет ласково на рифы
Лазурно-фосфорическую пыль.
   
Но есть одно, что вечной красотою
Связует нас с отжившими. Была
Такая ж ночь -- и к тихому прибою
Со мной на берег девушка пришла.
И не забыть мне этой ночи звездной,
Когда весь мир любил я для одной!
Пусть я живу мечтою бесполезной,
Туманной и обманчивой мечтой, --
Ищу я в этом мире сочетанья,
Прекрасного и тайного, как сон.
Люблю ее за счастие слиянья
В одной любви с любовью всех времен!"
Бунин,"Зарницы лик, как сновиденье,
Блеснул -- и в темноте исчез.
Но увидал я на мгновенье
Всю даль и глубину небес.
   Там в горнем свете встали горы
Из розоватых облаков,
Там град и райские соборы --
И снова черный пал покров.
   Вот задрожал и вспыхнул снова --
И снова блещущий восторг,
Вновь мрак томления земного
Господь десницею расторг.
   Не так же ль в радости случайной
Мечта взмахнет порой крылом --
И вдруг блеснет небесной тайной
Все потонувшее в былом?"
Бунин,"Спокойный взор, подобный взору лани,
И все, что в нем так нежно я любил,
Я до сих пор в печали не забыл,
Но образ твой теперь уже в тумане.
   А будут дни -- угаснет и печаль,
И засинеет сон воспоминанья,
Где нет уже ни счастья, ни страданья,
А только всепрощающая даль."
Бунин,"Светит в горы небо голубое,
Молодое утро сходит с гор.
Далеко внизу--кайма прибоя,
А за ней -- сияющий простор.
   С высоты к востоку смотрят горы,
Где за нежно-млечной синевой
Тают в море белые узоры
Отдаленной цепи снеговой.
   И в дали, таинственной и зыбкой,
Из-за гор восходит солнца свет --
Точно горы светлою улыбкой
Отвечают братьям на привет."
Бунин,"Перед грозой, в Петровки, жаркой ночью
Среди лесного ропота и шума,
Спешил я, спотыкаясь на коряги
И путаясь меж елок, за Веснянкой.
Она неслась стрелой среди деревьев
И, белая, мелькала в темноте,
Когда зарницу ветром раздувало,
А у меня уж запеклись уста
И сердце трепетало, точно голубь.
""Постой!"" -- хотел я крикнуть -- и не мог
   Мы долго с ней бежали по болоту,
Вдоль озера, вдоль отмели, заросшей
Купавами, травой и камышами,
И наконец я выбился из сил.
Хочу сказать: ""Остановись, не бойся!"" --
Она на миг оглянется -- ив путь!
А между тем в лесу поднялся ветер,
Деревья недовольно зароптали,
Задвигали мохнатой хвоей ели,
И звезды замелькали из-за них.
Кричу за ней: ""Остановись, послушай!
Я все равно до света не отстану,
Ты понапрасну мучишься..."" Не слышит!
   
Вдруг молния всю чащу озарила
Таинственным и бледно-синим светом...
""Стой! -- крикнул я. -- Лишь слово!
 Я не трону...""
(Она остановилась на мгновенье.)
""Ответь, -- вскричал я, -- кто ты? И зачем
Ты здесь со мной встречалась вечерами,
Ждала меня над заводью темневшей,
Где сумрачно и тускло рдели воды?
Зачем со мной ты слушала, грустя,
Далеких песен радость молодую?
Зачем потом, когда они смолкали
И только комары звенели сонно
Да нежно пахло сонною водой,
Ты разбирала ласково мне кудри,
А я глядел с твоих колен в глаза?
Зачем во тьме, когда из тихой'рощи
Гремели соловьи, ты наклонялась
К моей щеке горячею щекой
И целовала сладко, осторожно,
А после все томительней и крепче?
Скажи, зачем?.."" Она лицо руками
Закрыла вдруг и кинулась вперед.
   
И долго мы, как звери за добычей,
Опять бежали в роще. Шумный ливень
По темным чащам с громом бушевал,
Даль раскрывали молнии, и ярко
Белело платье девичье... Но вдруг
Оно исчезло, точно провалилось.
Я выскочил с разбега на опушку,
Упал в овес, запутанный и мокрый,
И зарыдал, забился..."
